mm  big
0.5	21.14
1.5	20.7
2.5	20.13
3.5	19.28
4.5	17.96
5.5	16.08
6.5	14.03
7.5	11.99
8.5	10.02
9.5	8.39
10.5	7.18
11.5	6.28
12.5	5.55
13.5	4.93
14.5	4.45
15.5	4.07
16.5	3.74
17.5	3.45
18.4	3.22
19.4	2.99
20.5	2.78
21.5	2.62
22.5	2.49
23.5	2.38
24.5	2.27
25.5	2.16
26.5	2.07
27.5	2
28.5	1.92
29.4	1.85
